user,game,round,period,price,treated,timestamp
5a0dd34efa79d00019174567,5a0dd480fa79d00019174627,1,0,5.2,false,1510941749465
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174525,2,0,6,false,1510941751583
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174628,2,0,6,false,1510941760379
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174628,2,0,6.5,false,1510941762394
5a0f21a6fa79d000191748ad,5a0f2210fa79d000191748b0,1,0,8,true,1510941920050
5a0f2397fa79d000191748eb,5a0f23b4fa79d000191748f2,1,0,5,false,1510941928603
5a0f2473fa79d00019174936,5a0f2476fa79d00019174937,1,0,2,true,1510941934992
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174628,2,0,8,false,1510941938575
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174937,1,0,7,true,1510941943354
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,0,6,true,1510941949669
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174937,1,0,7,true,1510941959453
5a0f224cfa79d000191748b2,5a0f23b4fa79d000191748f2,1,0,5,false,1510941964511
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,0,4,true,1510941968430
5a0f21a6fa79d000191748ad,5a0f2210fa79d000191748b1,2,0,4,true,1510941970454
5a0dd317fa79d0001917454d,5a0dd338fa79d0001917455d,2,0,8,true,1510942335170
5a0dd317fa79d0001917454d,5a0dd338fa79d0001917455d,2,0,8,true,1510942335384
5a0f2397fa79d000191748eb,5a0f23b4fa79d000191748f2,1,0,9.49,false,1510942343107
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,0,5,true,1510942356652
5a0f224cfa79d000191748b2,5a0f23b4fa79d000191748f2,1,0,9.99,false,1510942363860
5a0f2397fa79d000191748eb,5a0f23b4fa79d000191748f3,2,0,9,false,1510942374408
5a0dd2e1fa79d00019174538,5a0dd338fa79d0001917455c,1,0,10,true,1510942381217
5a0f2397fa79d000191748eb,5a0f23b4fa79d000191748f3,2,0,9,false,1510942382771
5a0f235cfa79d000191748e0,5a0f23b4fa79d000191748f3,2,0,10,false,1510942392416
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174937,1,0,4,true,1510942524627
5a0f246afa79d00019174933,5a0f2476fa79d00019174937,1,0,5,true,1510942534628
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174937,1,0,5,true,1510942538767
5a0f235cfa79d000191748e0,5a0f23b4fa79d000191748f3,2,0,4,false,1510942545088
5a0f263efa79d00019174a9a,5a0f263efa79d00019174a9b,1,0,5,false,1510943004163
5a0f2525fa79d0001917499b,5a0f263efa79d00019174a9c,2,0,5,false,1510943013095
5a0f2473fa79d00019174936,5a0f2476fa79d00019174938,2,0,7,true,1511010296028
5a0f2473fa79d00019174936,5a0f2476fa79d00019174938,2,0,8,true,1511010311136
5a102f20e13e8e00193aaac1,5a102f80e13e8e00193aaac2,1,0,3,true,1511010319188
5a0f2525fa79d0001917499b,5a0f263efa79d00019174a9c,2,0,5,false,1511010321307
5a0dd2d6fa79d00019174537,5a102f80e13e8e00193aaac3,2,0,8,true,1511010889799
5a102d6de13e8e00193aaabf,5a102f80e13e8e00193aaac3,2,0,7,true,1511010911122
5a0dd20dfa79d0001917451c,5a0dd20efa79d0001917451d,1,1,5,true,1510855399264
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174524,1,1,5,false,1510855477260
5a0dd20dfa79d0001917451c,5a0dd20efa79d0001917451d,1,1,2,true,1510855485506
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451d,1,1,2,true,1510855488267
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451d,1,1,2,true,1510855502213
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451d,1,1,3,true,1510855516700
5a0dd2f7fa79d0001917453d,5a0dd338fa79d0001917455c,1,1,4,true,1510855649234
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174524,1,1,3,false,1510855660371
5a0dd20dfa79d0001917451c,5a0dd20efa79d0001917451d,1,1,3,true,1510855665046
5a0dd2f7fa79d0001917453d,5a0dd338fa79d0001917455c,1,1,4,true,1510855677629
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174524,1,1,6,false,1510855685843
5a0dd2f7fa79d0001917453d,5a0dd338fa79d0001917455c,1,1,7,true,1510855688741
5a0dd2f7fa79d0001917453d,5a0dd338fa79d0001917455c,1,1,5,true,1510855696401
5a0dd2f7fa79d0001917453d,5a0dd338fa79d0001917455c,1,1,4,true,1510855699739
5a0dd336fa79d0001917455b,5a0dd338fa79d0001917455c,1,1,7,true,1510855950696
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451e,2,1,5,true,1510855984445
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451e,2,1,4,true,1510855988181
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451e,2,1,3,true,1510855989031
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451e,2,1,4,true,1510855991821
5a0dd163fa79d0001917451a,5a0dd20efa79d0001917451e,2,1,2,true,1510855999765
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451e,2,1,3,true,1510856005735
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,1,2,false,1510856007124
5a0dd379fa79d0001917457a,5a0dd480fa79d00019174627,1,1,5,false,1510856011043
5a0d867ceb6946001bf7308c,5a0dd20efa79d0001917451e,2,1,3,true,1510856017596
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174627,1,1,4,false,1510856018137
5a0dd379fa79d0001917457a,5a0dd480fa79d00019174627,1,1,3,false,1510856024127
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,1,5,false,1510856026749
5a0d867ceb6946001bf7308c,5a0dd20efa79d0001917451d,1,1,3,true,1510856078275
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174627,1,1,3,false,1510856099609
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174525,2,1,3.79,false,1510856107865
5a0dd163fa79d0001917451a,5a0dd20efa79d0001917451d,1,1,3,true,1510856112081
5a0dd27dfa79d00019174523,5a0dd27efa79d00019174525,2,1,3.6,false,1510856252540
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,1,2,false,1510856259004
5a0dd253fa79d00019174522,5a0dd27efa79d00019174525,2,1,3.75,false,1510856288671
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174525,2,1,3.79,false,1510856298323
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174525,2,1,3.8,false,1510856574137
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174525,2,1,3.99,false,1510856576372
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,1,4,false,1510856595506
5a0dd249fa79d00019174520,5a0dd27efa79d00019174524,1,1,2,false,1510856601501
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,1,4,false,1510856605002
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,1,4,false,1510856611687
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174525,2,1,4,false,1510856614606
5a0dd379fa79d0001917457a,5a0dd480fa79d00019174628,2,1,4,false,1510856614852
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,1,4,false,1510856620514
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,1,2,false,1510856626454
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174525,2,1,4,false,1510941409019
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,1,1,false,1510941412068
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,1,4,false,1510941415124
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174628,2,1,4,false,1510941785437
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,1,4.5,false,1510941797975
5a0dd379fa79d0001917457a,5a0dd480fa79d00019174628,2,1,5,false,1510941799487
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,1,5,false,1510941819685
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,1,5,false,1510941822171
5a0f2288fa79d000191748b4,5a0f23b4fa79d000191748f2,1,1,5,false,1510941824957
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174628,2,1,5,false,1510941836919
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174627,1,1,5,false,1510941982340
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174525,2,1,5,false,1510941987027
5a0dd249fa79d00019174520,5a0dd27efa79d00019174524,1,1,3,false,1510941987578
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174937,1,1,5,true,1510941988677
5a0dd2f7fa79d0001917453d,5a0dd338fa79d0001917455d,2,1,5,true,1510941990371
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174628,2,1,5,false,1510941992035
5a0f1f84fa79d000191748ac,5a0f2210fa79d000191748b1,2,1,3,true,1510941996397
5a0f1d7dfa79d000191748aa,5a0f2210fa79d000191748b1,2,1,5,true,1510942004447
5a0f2404fa79d0001917490b,5a0f2476fa79d00019174937,1,1,4,true,1510942004994
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,1,2,false,1510942013896
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174937,1,1,4,true,1510942014092
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,1,5,true,1510942016281
5a0dd47efa79d00019174626,5a0dd480fa79d00019174628,2,1,6,false,1510942017620
5a0f246afa79d00019174933,5a0f2476fa79d00019174937,1,1,4,true,1510942020169
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174628,2,1,6,false,1510942020912
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,1,4,true,1510942026681
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451e,2,1,6,true,1510942030651
5a0f224cfa79d000191748b2,5a0f23b4fa79d000191748f3,2,1,5,false,1510942410971
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,1,6,false,1510942412823
5a0f224cfa79d000191748b2,5a0f23b4fa79d000191748f2,1,1,6.5,false,1510942413458
5a0f224cfa79d000191748b2,5a0f23b4fa79d000191748f2,1,1,6.5,false,1510942430170
5a0dd336fa79d0001917455b,5a0dd338fa79d0001917455d,2,1,7,true,1510942440624
5a0f2288fa79d000191748b4,5a0f23b4fa79d000191748f3,2,1,7,false,1510942486915
5a0f2525fa79d0001917499b,5a0f263efa79d00019174a9b,1,1,1,false,1510942582321
5a0f235cfa79d000191748e0,5a0f23b4fa79d000191748f3,2,1,5,false,1510942593546
5a0f25a2fa79d00019174a1c,5a0f263efa79d00019174a9b,1,1,4,false,1510942603297
5a0f2473fa79d00019174936,5a0f2476fa79d00019174938,2,1,4,true,1510942612613
5a0f2404fa79d0001917490b,5a0f2476fa79d00019174938,2,1,4,true,1510942615663
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174938,2,1,2,true,1510943085180
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174938,2,1,4,true,1511010345082
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174938,2,1,4,true,1511010353475
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174938,2,1,6,true,1511010355929
5a0f2473fa79d00019174936,5a0f2476fa79d00019174938,2,1,6,true,1511010368121
5a102d6de13e8e00193aaabf,5a102f80e13e8e00193aaac2,1,1,6,true,1511010370941
5a0f263efa79d00019174a9a,5a0f263efa79d00019174a9c,2,1,7,false,1511010384499
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,1,7,true,1511010393275
5a0f2473fa79d00019174936,5a0f2476fa79d00019174938,2,1,7,true,1511010948576
5a0dd47efa79d00019174626,5a0dd480fa79d00019174628,2,1,7,false,1511010955085
5a0f2473fa79d00019174936,5a0f2476fa79d00019174937,1,1,7,true,1511010980876
5a0d867ceb6946001bf7308c,5a0dd20efa79d0001917451d,1,2,3,true,1510855430047
5a0dd20dfa79d0001917451c,5a0dd20efa79d0001917451d,1,2,2,true,1510855432657
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451d,1,2,2,true,1510855434219
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451d,1,2,2,true,1510855440814
5a0dd163fa79d0001917451a,5a0dd20efa79d0001917451d,1,2,3,true,1510855517871
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174524,1,2,3.5,false,1510855538404
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174524,1,2,4,false,1510855553034
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174524,1,2,4,false,1510855566175
5a0dd27dfa79d00019174523,5a0dd27efa79d00019174524,1,2,4.9,false,1510855576812
5a0dd253fa79d00019174522,5a0dd27efa79d00019174524,1,2,3,false,1510855746269
5a0dd249fa79d00019174520,5a0dd27efa79d00019174524,1,2,5,false,1510855748156
5a0dd336fa79d0001917455b,5a0dd338fa79d0001917455c,1,2,1,true,1510855762976
5a0dd20dfa79d0001917451c,5a0dd20efa79d0001917451e,2,2,2,true,1510856024454
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174627,1,2,4,false,1510856037572
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174627,1,2,4,false,1510856041245
5a0dd2f7fa79d0001917453d,5a0dd338fa79d0001917455c,1,2,5,true,1510856044802
5a0dd379fa79d0001917457a,5a0dd480fa79d00019174627,1,2,4,false,1510856052773
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451e,2,2,5,true,1510856055841
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,2,5,false,1510856056458
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,2,4,false,1510856056599
5a0d867ceb6946001bf7308c,5a0dd20efa79d0001917451e,2,2,3,true,1510856060192
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174627,1,2,5,false,1510856072637
5a0dd379fa79d0001917457a,5a0dd480fa79d00019174627,1,2,5,false,1510856073955
5a0dd379fa79d0001917457a,5a0dd480fa79d00019174627,1,2,5,false,1510856090185
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,2,3.74,false,1510856120088
5a0dd34efa79d00019174567,5a0dd480fa79d00019174627,1,2,3,false,1510856128818
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174525,2,2,3.3,false,1510856164497
5a0dd34efa79d00019174567,5a0dd480fa79d00019174627,1,2,3,false,1510856172844
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174525,2,2,3.4,false,1510856321023
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174525,2,2,3.49,false,1510856329333
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,2,3.5,false,1510856335021
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,2,4,false,1510856344978
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,2,4,false,1510856352864
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174525,2,2,5,false,1510856642001
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,2,4,false,1510856652617
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174628,2,2,4,false,1510856653797
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,2,5,false,1510856662578
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,2,3,false,1510856672818
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,2,3,false,1510856675524
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174628,2,2,5,false,1510941856560
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,2,5,false,1510941856753
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,2,5,false,1510941864301
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174628,2,2,5,false,1510941874919
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174627,1,2,6,false,1510941884943
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451d,1,2,6,true,1510941893833
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,2,6,false,1510942033368
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,2,5,true,1510942041232
5a0f21a6fa79d000191748ad,5a0f2210fa79d000191748b1,2,2,2,true,1510942042505
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,2,6,false,1510942049577
5a0f235cfa79d000191748e0,5a0f23b4fa79d000191748f2,1,2,4,false,1510942052223
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,2,3,false,1510942053030
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174937,1,2,6,true,1510942057672
5a0f2404fa79d0001917490b,5a0f2476fa79d00019174937,1,2,6,true,1510942058847
5a0f1d7dfa79d000191748aa,5a0f2210fa79d000191748b1,2,2,7,true,1510942059238
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174937,1,2,6,true,1510942066654
5a0f2473fa79d00019174936,5a0f2476fa79d00019174937,1,2,6,true,1510942068879
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451e,2,2,7,true,1510942069623
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,2,4,true,1510942071525
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174628,2,2,7,false,1510942072349
5a0f246afa79d00019174933,5a0f2476fa79d00019174937,1,2,3,true,1510942073155
5a0f2406fa79d0001917490f,5a0f2476fa79d00019174937,1,2,5,true,1510942080555
5a0f1f84fa79d000191748ac,5a0f2210fa79d000191748b1,2,2,5,true,1510942082868
5a0f1d7dfa79d000191748aa,5a0f2210fa79d000191748b1,2,2,3,true,1510942085395
5a0f246afa79d00019174933,5a0f2476fa79d00019174937,1,2,6,true,1510942085729
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,2,6,true,1510942089106
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,2,5,true,1510942089265
5a0f21f7fa79d000191748ae,5a0f2210fa79d000191748b1,2,2,7,true,1510942460146
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,2,7,true,1510942469824
5a0dd47efa79d00019174626,5a0dd480fa79d00019174628,2,2,7,false,1510942481541
5a0dd163fa79d0001917451a,5a0dd20efa79d0001917451e,2,2,7.3,true,1510942503610
5a0f24ebfa79d00019174965,5a0f263efa79d00019174a9b,1,2,8,false,1510942546441
5a0f23c6fa79d000191748fb,5a0f2476fa79d00019174937,1,2,4,true,1510942643996
5a0f2397fa79d000191748eb,5a0f23b4fa79d000191748f3,2,2,4,false,1510942646532
5a0f235cfa79d000191748e0,5a0f23b4fa79d000191748f3,2,2,3.5,false,1510942649133
5a0f2288fa79d000191748b4,5a0f23b4fa79d000191748f3,2,2,4,false,1510942656887
5a0f2473fa79d00019174936,5a0f2476fa79d00019174937,1,2,4,true,1510942669087
5a0dd2d6fa79d00019174537,5a102f80e13e8e00193aaac2,1,2,5,true,1511010407776
5a0f2473fa79d00019174936,5a0f2476fa79d00019174938,2,2,6,true,1511010416767
5a0f263efa79d00019174a9a,5a0f263efa79d00019174a9c,2,2,7,false,1511010417986
5a102f20e13e8e00193aaac1,5a102f80e13e8e00193aaac2,1,2,5,true,1511010426233
5a102d6de13e8e00193aaabf,5a102f80e13e8e00193aaac2,1,2,6,true,1511010428401
5a102f20e13e8e00193aaac1,5a102f80e13e8e00193aaac2,1,2,5,true,1511010434427
5a0dd2d6fa79d00019174537,5a102f80e13e8e00193aaac2,1,2,3,true,1511010436925
5a0f2397fa79d000191748eb,5a102f80e13e8e00193aaac2,1,2,6,true,1511010439515
5a102eeae13e8e00193aaac0,5a102f80e13e8e00193aaac2,1,2,5,true,1511010449276
5a0f2525fa79d0001917499b,5a0f263efa79d00019174a9c,2,2,7.25,false,1511010451112
5a102f20e13e8e00193aaac1,5a102f80e13e8e00193aaac2,1,2,5,true,1511010453388
5a0f2486fa79d00019174942,5a0f263efa79d00019174a9c,2,2,7.5,false,1511010457457
5a102f20e13e8e00193aaac1,5a102f80e13e8e00193aaac3,2,2,7,true,1511011016498
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174628,2,2,8,false,1511011039606
5a0f2397fa79d000191748eb,5a102f80e13e8e00193aaac3,2,2,7.5,true,1511011054909
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451d,1,3,2,true,1510855469647
5a0d867ceb6946001bf7308c,5a0dd20efa79d0001917451d,1,3,5,true,1510855498886
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451d,1,3,4.9,true,1510855584069
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451d,1,3,3,true,1510855594285
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451d,1,3,2,true,1510855598335
5a0dd249fa79d00019174520,5a0dd27efa79d00019174524,1,3,5,false,1510855603081
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451d,1,3,4,true,1510855610629
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174524,1,3,2,false,1510855615705
5a0dd249fa79d00019174520,5a0dd27efa79d00019174524,1,3,4.5,false,1510855801302
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174524,1,3,4.8,false,1510855805086
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174524,1,3,5,false,1510856070742
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451e,2,3,5,true,1510856071116
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174524,1,3,3,false,1510856100615
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451e,2,3,5,true,1510856108599
5a0dd108fa79d00019174519,5a0dd20efa79d0001917451e,2,3,5,true,1510856112145
5a0dd379fa79d0001917457a,5a0dd480fa79d00019174627,1,3,5,false,1510856121680
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174627,1,3,4,false,1510856121713
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174627,1,3,5,false,1510856122684
5a0dd20dfa79d0001917451c,5a0dd20efa79d0001917451e,2,3,4,true,1510856127368
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174524,1,3,3,false,1510856129227
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174627,1,3,3.5,false,1510856142107
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174627,1,3,4,false,1510856147659
5a0dd163fa79d0001917451a,5a0dd20efa79d0001917451d,1,3,3,true,1510856186303
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174524,1,3,2.99,false,1510856200448
5a0dd249fa79d00019174520,5a0dd27efa79d00019174524,1,3,2.5,false,1510856204491
5a0dd175fa79d0001917451b,5a0dd20efa79d0001917451e,2,3,3,true,1510856212023
5a0dd24bfa79d00019174521,5a0dd27efa79d00019174525,2,3,3.02,false,1510856229776
5a0dd34efa79d00019174567,5a0dd480fa79d00019174627,1,3,2.9,false,1510856234618
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,3,4,false,1510856380523
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,3,4,false,1510856399332
5a0dd230fa79d0001917451f,5a0dd27efa79d00019174525,2,3,4,false,1510856400820
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174627,1,3,4,false,1510856412122
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,3,4.5,false,1510856422523
5a0dd47efa79d00019174626,5a0dd480fa79d00019174627,1,3,5,false,1510856692590
5a0dd3f2fa79d000191745ca,5a0dd480fa79d00019174628,2,3,4,false,1510856699465
5a0dd249fa79d00019174520,5a0dd27efa79d00019174525,2,3,5,false,1510856702357
5a0dd3a6fa79d00019174590,5a0dd480fa79d00019174627,1,3,3,false,1510856703131
5a0dd47efa79d00019174626,5a0dd480fa79d00019174628,2,3,3,false,1510856713839
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,3,4,false,1510856718678
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,3,4,false,1510856724607
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,3,4,false,1510856736001
5a0dd34efa79d00019174567,5a0dd480fa79d00019174628,2,3,4,false,1510856749753
